count	q1	q2	q3	qd1	qd2	qd3	x	y	theta	qdd1	qdd2	qdd3	trq2	trq3	trq2_act	trq3_act	
32	-0.317162	1.80534	-1.80024	-0.0864919	0.438663	-0.00197501	-0.0365559	0.515635	1.25874	-4.36956	18.6661	0.906011	-1.04476	0.644227	-1.11446	0.661122	
33	-0.317162	1.80581	-1.80025	-0.0924715	0.471864	-0.00188446	-0.0366508	0.515571	1.2592	-4.66882	18.4706	0.676286	-1.03757	0.643859	-1.11446	0.6989	
34	-0.31723	1.80631	-1.80025	-0.0971609	0.51009	-0.00192441	-0.0367188	0.515504	1.25963	-4.59245	19.3261	0.43985	-1.03009	0.643118	-1.03891	0.661122	
35	-0.317331	1.80684	-1.80025	-0.103359	0.54806	-0.000776048	-0.036777	0.515434	1.26006	-4.9459	21.1753	0.620626	-1.02333	0.652798	-0.982238	0.6989	
36	-0.317261	1.80741	-1.80025	-0.109972	0.582545	-8.25584e-05	-0.03693	0.515353	1.26069	-4.99784	23.5321	0.588188	-1.01462	0.652402	-1.03891	0.604454	
37	-0.317261	1.80801	-1.80025	-0.117338	0.61287	-0.000176835	-0.0370537	0.51527	1.26129	-5.12504	25.876	0.580359	-1.00816	0.652218	-1.13335	0.604454	
38	-0.317362	1.80863	-1.80025	-0.123536	0.63669	2.71644e-05	-0.0371297	0.515188	1.26181	-5.32823	27.5528	0.544139	-1.00461	0.652116	-1.11446	0.642233	
39	-0.317531	1.80927	-1.80025	-0.132829	0.65406	-1.06527e-06	-0.0371742	0.515106	1.26228	-6.16122	28.0679	0.407998	-1.54375	0.618697	-1.07668	0.642233	
40	-0.317362	1.80992	-1.80025	-0.13827	0.665676	0	-0.0373951	0.515009	1.2631	-5.80793	27.5823	0.418065	-1.72602	0.606642	-1.15224	0.642233	
41	-0.317531	1.81058	-1.80025	-0.147243	0.681212	0	-0.0374451	0.514923	1.26359	-6.67308	27.0383	0.418225	-2.29513	0.571257	-1.11446	0.585565	
42	-0.317633	1.81127	-1.80025	-0.151828	0.702732	0	-0.0375346	0.514832	1.26418	-6.53361	26.4069	0.197501	-2.39306	0.564363	-1.07668	0.6989	
43	-0.317802	1.81198	-1.80025	-0.157813	0.729313	0	-0.0375945	0.514739	1.26472	-6.53413	25.7449	0.188446	-2.56682	0.552798	-1.02002	0.680011	
44	-0.317802	1.81272	-1.80025	-0.163801	0.759121	0	-0.0377472	0.514636	1.26547	-6.66398	24.9031	0.192441	-2.62038	0.548397	-0.963349	0.528898	
45	-0.317802	1.8135	-1.80025	-0.168167	0.797416	0	-0.0379076	0.514527	1.26624	-6.4808	24.9357	0.0776048	-2.42593	0.558989	-1.07668	0.6989	
46	-0.317802	1.81432	-1.80025	-0.17191	0.839058	0	-0.0380766	0.514412	1.26707	-6.19376	25.6514	0.00825584	-2.13496	0.575394	-1.11446	0.642233	
47	-0.317802	1.81518	-1.80025	-0.176812	0.874664	0	-0.0382519	0.514293	1.26792	-5.94741	26.1794	0.0176835	-2.02027	0.58108	-1.28447	0.680011	
48	-0.317802	1.81606	-1.80025	-0.184702	0.903632	0	-0.0384336	0.51417	1.2688	-6.1166	26.6942	-0.00271644	-2.23866	0.56648	-1.45447	0.604454	
49	-0.318126	1.81696	-1.80025	-0.187692	0.924617	0	-0.038452	0.514056	1.26938	-5.48628	27.0556	0.000106527	-2.30986	0.561107	-1.51114	0.585565	
50	-0.318295	1.81788	-1.80025	-0.19164	0.940711	0	-0.0385535	0.513934	1.27013	-5.33704	27.5035	0	-2.45547	0.551099	-1.81336	0.547787	
51	-0.318295	1.81881	-1.80025	-0.196862	0.950855	0	-0.0387435	0.513804	1.27106	-4.96193	26.9644	0	-2.70946	0.534393	-1.96448	0.585565	
52	-0.318363	1.81974	-1.80025	-0.202534	0.955349	0	-0.0388995	0.513675	1.27192	-5.07064	25.2617	0	-3.1062	0.50901	-2.0967	0.604454	
53	-0.318363	1.82067	-1.80025	-0.206806	0.959913	0	-0.0390914	0.513544	1.27285	-4.89937	23.06	0	-3.35713	0.492505	-2.30448	0.604454	
54	-0.318295	1.82162	-1.80025	-0.212027	0.971597	0	-0.0393207	0.513407	1.27387	-4.82265	21.2476	0	-3.55929	0.478883	-2.30448	0.547787	
55	-0.318863	1.82259	-1.80025	-0.217907	0.987438	0	-0.0392266	0.513294	1.27427	-4.97404	19.0022	0	-4.04559	0.447864	-2.32337	0.585565	
56	-0.318964	1.82357	-1.80025	-0.223129	1.00728	0	-0.039376	0.513159	1.27515	-5.12192	16.8226	0	-4.21466	0.436131	-2.47449	0.585565	
57	-0.319464	1.82458	-1.80025	-0.225378	1.03146	0	-0.0393257	0.513036	1.27566	-4.85659	15.6795	0	-4.2635	0.431722	-2.4556	0.585565	
58	-0.319532	1.82561	-1.80025	-0.227526	1.05471	0	-0.0395011	0.512893	1.27662	-4.28245	15.1074	0	-4.12173	0.439033	-2.43671	0.585565	
59	-0.319139	1.82666	-1.80025	-0.232748	1.07645	0	-0.0399172	0.512728	1.27806	-4.50558	15.1834	0	-4.04329	0.442384	-2.4556	0.566676	
60	-0.319639	1.82773	-1.80025	-0.236159	1.09552	0	-0.0398795	0.512596	1.27863	-4.45192	15.4809	0	-4.25462	0.427938	-2.66338	0.491119	
61	-0.319639	1.82881	-1.80025	-0.2382	1.11129	0	-0.0401008	0.512442	1.27972	-4.13377	16.0433	0	-4.17342	0.431512	-3.00338	0.547787	
62	-0.319571	1.82991	-1.80025	-0.24011	1.12382	0	-0.0403592	0.512283	1.28088	-3.75758	16.8469	0	-4.09427	0.434967	-3.19227	0.510008	
63	-0.320071	1.83101	-1.80025	-0.242339	1.13062	0	-0.0403275	0.512146	1.28149	-3.55321	17.0708	0	-4.37205	0.416427	-3.47561	0.453341	
64	-0.320071	1.83211	-1.80025	-0.2433	1.13062	0	-0.0405518	0.511989	1.28259	-3.12729	15.9022	0	-4.41199	0.412621	-3.68339	0.453341	
65	-0.319503	1.83321	-1.80025	-0.245002	1.1244	0	-0.0410654	0.511809	1.28425	-2.70945	13.6964	0	-4.33876	0.415872	-3.70228	0.510008	
66	-0.320071	1.8343	-1.80025	-0.245961	1.11677	0	-0.040996	0.511677	1.28477	-2.28324	10.9482	0	-4.73427	0.390122	-3.98562	0.415562	
67	-0.320258	1.83538	-1.80025	-0.245753	1.11125	0.000670054	-0.0411205	0.511529	1.28567	-2.03752	7.97945	0.0670054	-4.83	0.382981	-3.98562	0.415562	
68	-0.32019	1.83646	-1.80025	-0.248513	1.10791	0.00102639	-0.0413747	0.511371	1.28682	-2.09866	5.32038	0.102639	-5.02629	0.37957	-4.0234	0.510008	
69	-0.320758	1.83754	-1.80025	-0.24979	1.10583	0.000975254	-0.0413034	0.51124	1.28733	-1.70423	2.93748	0.0975254	-5.37658	0.346352	-4.15562	0.396673	
70	-0.320944	1.83862	-1.80025	-0.24842	1.10585	0.000977917	-0.0414268	0.511093	1.28822	-1.22601	1.03331	0.0977917	-5.31157	0.349021	-4.13673	0.453341	
71	-0.320876	1.8397	-1.80025	-0.250225	1.10647	0.000977917	-0.0416804	0.510934	1.28937	-1.20248	-0.481874	0.0977917	-5.3818	0.343332	-4.30674	0.47223	
72	-0.320876	1.84078	-1.80025	-0.25012	1.10762	0.000977917	-0.0418993	0.510778	1.29045	-1.00101	-1.61942	0.0977917	-5.32079	0.345793	-4.26896	0.491119	
73	-0.321063	1.84186	-1.80024	-0.247892	1.10563	0.000977917	-0.0420221	0.510631	1.29134	-0.555342	-2.49917	0.0977917	-5.21299	0.351157	-4.36341	0.453341	
74	-0.321818	1.84293	-1.80024	-0.245982	1.098	0.000977917	-0.0418535	0.510508	1.29166	-0.268185	-3.26169	0.0977917	-5.46135	0.334166	-4.53341	0.415562	
75	-0.322764	1.84398	-1.80024	-0.244384	1.08636	0.000977917	-0.0415847	0.510394	1.29177	0.0617509	-3.80471	0.0977917	-5.87582	0.306567	-4.47674	0.415562	
76	-0.323142	1.84503	-1.80024	-0.242469	1.07024	0.000977917	-0.0416028	0.510259	1.29244	0.349276	-4.6531	0.0977917	-6.06505	0.293313	-4.7223	0.396673	
77	-0.323142	1.84605	-1.80024	-0.242469	1.05373	0.000307863	-0.0418102	0.51011	1.29347	0.328449	-5.75267	-0.0362191	-6.2489	0.280507	-4.85452	0.396673	
78	-0.324268	1.84706	-1.80024	-0.239709	1.0374	-4.84697e-05	-0.04144	0.510011	1.29335	0.88041	-7.05043	-0.107486	-6.64687	0.253622	-4.87341	0.358895	
79	-0.3237	1.84806	-1.80024	-0.236077	1.02104	2.66317e-06	-0.0419302	0.509843	1.29491	1.37131	-8.47896	-0.0972591	-6.33812	0.272319	-5.02453	0.340006	
80	-0.323891	1.84904	-1.80024	-0.235635	1.00621	0	-0.0420302	0.509708	1.2957	1.27843	-9.9641	-0.0977917	-6.54628	0.257937	-5.11897	0.321116	
81	-0.325017	1.85	-1.80024	-0.23383	0.990335	0	-0.0416509	0.509615	1.29554	1.63952	-11.6135	-0.0977917	-6.67593	0.248855	-5.15675	0.415562	
82	-0.325963	1.85095	-1.80024	-0.231582	0.972065	0	-0.0413598	0.509517	1.29554	1.8538	-13.5558	-0.0977917	-6.70968	0.246019	-5.4212	0.321116	
83	-0.326443	1.85188	-1.80024	-0.228798	0.955739	0	-0.041303	0.509401	1.29599	1.90945	-14.9891	-0.0977917	-6.72732	0.243901	-5.51565	0.302227	
84	-0.326924	1.85279	-1.80024	-0.226013	0.936114	0	-0.0412418	0.509288	1.29642	1.99691	-16.1889	-0.0977917	-6.74577	0.241887	-5.5912	0.302227	
85	-0.325978	1.85368	-1.80024	-0.224615	0.910536	0	-0.0419018	0.50912	1.29825	1.97698	-17.5819	-0.0977917	-6.71758	0.243028	-5.79898	0.358895	
86	-0.326267	1.85454	-1.80024	-0.220239	0.882699	0	-0.0419275	0.509006	1.29882	2.22294	-18.7536	-0.0977917	-6.73125	0.241369	-5.9501	0.264449	
87	-0.326747	1.85536	-1.80024	-0.216177	0.850615	0	-0.0418493	0.508906	1.29917	2.62921	-20.3112	-0.0307863	-6.75246	0.239556	-6.08232	0.302227	
88	-0.325621	1.85616	-1.80024	-0.212106	0.818252	0	-0.0425821	0.508742	1.30109	2.76028	-21.9153	0.00484697	-6.71965	0.24083	-6.21455	0.302227	
89	-0.326567	1.85692	-1.80024	-0.210611	0.78834	0	-0.0422548	0.50867	1.30091	2.54664	-23.2696	-0.000266317	-6.75651	0.238654	-6.40344	0.264449	
90	-0.326567	1.85767	-1.80024	-0.204532	0.760883	0	-0.0424036	0.508561	1.30165	3.11035	-24.5329	0	-6.76035	0.237363	-6.53566	0.207781	
91	-0.326819	1.85838	-1.80024	-0.198226	0.73406	0	-0.0424187	0.508467	1.30212	3.56043	-25.6275	0	-6.77256	0.235564	-6.42233	0.264449	
92	-0.327251	1.85906	-1.80024	-0.192361	0.702406	0	-0.042336	0.508385	1.30237	3.92211	-26.9659	0	-6.79209	0.233671	-6.53566	0.24556	
93	-0.326017	1.85971	-1.80024	-0.191076	0.663599	0	-0.0430928	0.508237	1.30425	3.7722	-29.214	0	-6.7578	0.236097	-6.53566	0.207781	
94	-0.325728	1.86031	-1.80024	-0.187339	0.624111	0	-0.043361	0.508136	1.30514	3.86734	-31.2002	0	-6.75532	0.236315	-6.61122	0.264449	
95	-0.327106	1.86089	-1.80024	-0.179341	0.589	0	-0.0427756	0.508111	1.30434	4.52738	-32.1536	0	-6.80729	0.232459	-6.76233	0.264449	
96	-0.326817	1.86143	-1.80024	-0.176883	0.555713	0	-0.0430306	0.508019	1.30516	4.33567	-32.6987	0	-6.80368	0.232848	-6.63011	0.207781	
97	-0.32696	1.86194	-1.80024	-0.171861	0.522971	0	-0.04306	0.50795	1.30553	4.43154	-32.7643	0	-6.81417	0.231936	-6.649	0.170003	
98	-0.328445	1.86241	-1.80024	-0.169411	0.489184	0.000771787	-0.0424008	0.507943	1.30452	4.26954	-32.9068	0.0771787	-6.87074	0.229014	-6.76233	0.188892	
99	-0.328877	1.86285	-1.80024	-0.162907	0.451425	0.00232868	-0.0422695	0.507897	1.30453	4.77033	-33.6915	0.232868	-6.892	0.237628	-6.55455	0.264449	
100	-0.327931	1.86324	-1.80024	-0.157992	0.40814	0.00222908	-0.0428292	0.507799	1.30587	4.65394	-35.2743	0.222908	-6.86823	0.239361	-6.70567	0.22667	
101	-0.327931	1.86359	-1.80023	-0.155214	0.361859	0.00222481	-0.0428996	0.507747	1.30622	4.30111	-37.2201	0.222481	-6.87771	0.239761	-6.55455	0.188892	
102	-0.326553	1.8639	-1.80023	-0.146036	0.318547	0.00222641	-0.0436611	0.507642	1.30791	4.63255	-38.3859	0.222641	-6.83911	0.241642	-6.68678	0.321116	
103	-0.326553	1.86417	-1.80023	-0.134621	0.278373	0.00222641	-0.0437152	0.507603	1.30818	5.64543	-38.5226	0.222641	-6.84594	0.240336	-6.68678	0.207781	
104	-0.326985	1.8644	-1.80023	-0.132058	0.241174	0.00222641	-0.0435429	0.507587	1.30799	5.52813	-38.2937	0.222641	-6.86815	0.239831	-6.74344	0.264449	
105	-0.325607	1.8646	-1.80022	-0.125657	0.202306	0.00222641	-0.0442817	0.507498	1.30956	5.36836	-38.6694	0.222641	-6.8295	0.242236	-6.72456	0.264449	
106	-0.32604	1.86476	-1.80022	-0.123094	0.164742	0.00222641	-0.0440945	0.507494	1.30929	5.37886	-39.097	0.222641	-6.8519	0.241864	-6.819	0.207781	
107	-0.32604	1.86487	-1.80022	-0.123094	0.122822	0.00222641	-0.0441183	0.507476	1.30941	4.87671	-40.0149	0.222641	-6.8614	0.243012	-6.74344	0.22667	
108	-0.324554	1.86495	-1.80022	-0.111354	0.0792613	0.00145462	-0.0448874	0.507399	1.31097	5.80565	-40.9922	0.0682837	-6.81995	0.244804	-6.76233	0.22667	
109	-0.324554	1.86498	-1.80022	-0.0991917	0.0371268	-0.000102266	-0.044894	0.507394	1.31101	6.37157	-41.4298	-0.243094	-6.82773	0.233591	-6.85678	0.207781	
110	-0.325932	1.86498	-1.80022	-0.0893813	-0.0041423	-2.66317e-06	-0.0441933	0.507457	1.30962	6.86111	-41.2283	-0.223174	-6.90148	0.230365	-6.70567	0.170003	
111	-0.325932	1.86493	-1.80022	-0.0772188	-0.0462332	1.5979e-06	-0.044184	0.507464	1.30957	7.79956	-40.8092	-0.222322	-6.9092	0.229421	-6.72456	0.207781	
112	-0.32731	1.86484	-1.80022	-0.0714572	-0.0887263	0	-0.043467	0.507537	1.30811	7.45785	-40.7274	-0.222641	-6.96446	0.227018	-6.72456	0.24556	
113	-0.328688	1.86471	-1.80022	-0.0656956	-0.129055	0	-0.042742	0.507615	1.3066	6.89256	-40.7429	-0.222641	-7.01964	0.224509	-6.78122	0.170003	
114	-0.32731	1.86454	-1.80022	-0.0565189	-0.170236	0	-0.0434077	0.507581	1.30781	7.55391	-41.1411	-0.222641	-6.98137	0.227116	-6.74344	0.188892	
115	-0.32731	1.86434	-1.80022	-0.053743	-0.208892	0	-0.0433666	0.507611	1.3076	7.19142	-41.1198	-0.222641	-6.99035	0.228077	-6.76233	0.22667	
116	-0.327482	1.86409	-1.80022	-0.0377399	-0.248888	0	-0.0432304	0.507655	1.30719	8.53541	-41.363	-0.222641	-7.00295	0.226247	-6.78122	0.170003	
117	-0.327674	1.86381	-1.80022	-0.0199214	-0.285268	0	-0.0430768	0.507705	1.30671	10.3173	-40.8091	-0.222641	-6.59881	0.251918	-6.70567	0.264449	
118	-0.329243	1.86349	-1.80022	-0.0112795	-0.321774	0	-0.0422163	0.507819	1.30483	10.0075	-40.1035	-0.145462	-7.07567	0.220577	-6.80011	0.207781	
119	-0.327865	1.86314	-1.80022	-0.00636971	-0.362382	0	-0.0428449	0.507812	1.30585	9.2822	-39.9508	0.0102266	-6.60547	0.253398	-6.76233	0.264449	
120	-0.326487	1.86274	-1.80022	-0.00145988	-0.406825	0	-0.0434649	0.507812	1.30683	8.79214	-40.2682	0.000266317	-6.13589	0.286018	-6.83789	0.264449	
121	-0.325109	1.8623	-1.80022	0.00344995	-0.448687	0	-0.0440769	0.507816	1.30777	8.06688	-40.2453	-0.00015979	-5.6389	0.319989	-6.97011	0.24556	
122	-0.325281	1.86183	-1.80022	0.012097	-0.485261	0	-0.0438949	0.507894	1.30712	8.35542	-39.6535	0	-5.50989	0.329322	-6.89456	0.22667	
123	-0.325453	1.86132	-1.80022	0.0207441	-0.518876	0	-0.0437064	0.507976	1.30644	8.64397	-38.9821	0	-5.34589	0.340891	-6.819	0.151114	
124	-0.327023	1.86078	-1.80022	0.0293859	-0.55197	0	-0.0428008	0.508124	1.30433	8.59048	-38.1733	0	-5.84515	0.309161	-6.87567	0.151114	
125	-0.327023	1.86021	-1.80022	0.0372815	-0.588275	0	-0.0426857	0.508208	1.30376	9.10246	-37.9383	0	-5.70071	0.319772	-6.76233	0.264449	
126	-0.327023	1.85959	-1.80022	0.0447594	-0.62574	0	-0.042563	0.508298	1.30315	8.24992	-37.6852	0	-5.60847	0.327087	-6.68678	0.302227	
127	-0.326966	1.85894	-1.80022	0.0483919	-0.664113	0	-0.0424617	0.508391	1.30256	6.83132	-37.8845	0	-5.81872	0.315026	-6.49788	0.207781	
128	-0.326946	1.85826	-1.80022	0.0540544	-0.701046	0	-0.0423346	0.508491	1.30189	6.53339	-37.9272	0	-5.86531	0.313499	-6.44122	0.24556	
129	-0.326946	1.85755	-1.80022	0.0540544	-0.73187	0	-0.0421911	0.508596	1.30118	6.04241	-36.9488	0	-6.3099	0.28628	-6.32788	0.170003	
130	-0.328496	1.85681	-1.80022	0.0632345	-0.756009	0	-0.0412544	0.508768	1.29889	6.46944	-34.9185	0	-6.66976	0.262937	-6.21455	0.264449	
131	-0.330009	1.85605	-1.80022	0.0676132	-0.78122	0	-0.040331	0.508941	1.29661	6.41633	-33.2533	0	-7.20957	0.228097	-5.91232	0.264449	
132	-0.328459	1.85525	-1.80022	0.063876	-0.81185	0	-0.0409597	0.508994	1.29737	5.17789	-32.6588	0	-7.16662	0.234262	-5.87454	0.321116	
133	-0.328459	1.85442	-1.80022	0.0693188	-0.845061	0	-0.0407932	0.509114	1.29654	4.85747	-32.6185	0	-7.17508	0.235368	-5.64787	0.264449	
134	-0.328402	1.85357	-1.80022	0.0793565	-0.879299	0	-0.0406492	0.509237	1.29574	4.99706	-32.7329	0	-7.12689	0.239427	-5.70454	0.170003	
135	-0.329915	1.85268	-1.80022	0.0901404	-0.91082	0	-0.0396989	0.509427	1.29334	5.28589	-32.2546	0	-7.23937	0.232519	-5.83676	0.264449	
136	-0.329796	1.85176	-1.80022	0.0837317	-0.939896	0	-0.0395742	0.509555	1.29254	3.89723	-31.4156	0	-7.24571	0.236126	-5.7801	0.264449	
137	-0.329796	1.85081	-1.80022	0.0907739	-0.969843	0	-0.0393827	0.509693	1.29159	4.2382	-30.573	0	-7.25328	0.236962	-5.91232	0.321116	
138	-0.329759	1.84983	-1.80022	0.0957861	-0.99905	-0.000507068	-0.0392036	0.509832	1.29065	4.17317	-29.8004	-0.0507068	-7.25999	0.238236	-6.23344	0.207781	
139	-0.331309	1.84882	-1.80022	0.107958	-1.03157	-0.000469784	-0.038209	0.510038	1.28809	5.39033	-29.9702	-0.0469784	-7.32038	0.234661	-6.42233	0.264449	
140	-0.331309	1.84778	-1.80022	0.110949	-1.06542	-0.000469251	-0.0379977	0.510188	1.28705	4.77147	-30.9413	-0.0469251	-7.33007	0.236522	-6.61122	0.22667	
141	-0.331346	1.84671	-1.80022	0.118742	-1.09643	-0.000469784	-0.0377612	0.510343	1.28594	5.11287	-31.5206	-0.0469784	-7.33924	0.237318	-6.63011	0.264449	
142	-0.332895	1.84561	-1.80022	0.130914	-1.12745	-0.000469784	-0.0367463	0.510558	1.28329	6.70375	-31.5599	-0.0469784	-7.39994	0.233657	-6.74344	0.302227	
143	-0.332666	1.84448	-1.80022	0.132836	-1.1591	-0.000469784	-0.0366328	0.510711	1.28238	6.35174	-31.404	-0.0469784	-7.40161	0.236309	-6.93234	0.358895	
144	-0.332703	1.84331	-1.80022	0.134224	-1.19151	-0.000469784	-0.036377	0.510879	1.28118	5.48674	-31.2206	-0.0469784	-7.41294	0.238479	-7.06456	0.22667	
145	-0.33274	1.84212	-1.80022	0.135612	-1.22391	-0.000469784	-0.0361144	0.51105	1.27995	4.54711	-31.3094	-0.0469784	-7.42435	0.24069	-7.1779	0.207781	
146	-0.332822	1.84089	-1.80022	0.152375	-1.2609	-0.000469784	-0.035821	0.511228	1.27864	6.86434	-32.1003	-0.0469784	-7.43467	0.24008	-7.1779	0.22667	
147	-0.332539	1.83962	-1.80022	0.157181	-1.29758	-0.000469784	-0.0357068	0.511398	1.27765	6.6407	-32.7736	-0.0469784	-7.43527	0.242685	-7.15901	0.207781	
148	-0.332539	1.83832	-1.80022	0.166037	-1.33582	3.72844e-05	-0.0354405	0.511583	1.27635	7.02505	-33.6768	0.0544352	-7.4451	0.243969	-7.23456	0.170003	
149	-0.332539	1.83698	-1.80022	0.166037	-1.3731	0	-0.0351665	0.511772	1.27501	5.80789	-34.1529	0.0469784	-7.45714	0.246898	-7.25345	0.264449	
150	-0.33222	1.8356	-1.80022	0.170092	-1.41297	-5.32635e-07	-0.0350479	0.511956	1.27395	5.91427	-34.7551	0.0468718	-7.45769	0.250009	-7.14012	0.264449	
151	-0.332183	1.83417	-1.80022	0.178197	-1.4582	0	-0.034775	0.512155	1.27256	5.94549	-36.1777	0.0469784	-7.46849	0.251906	-7.38568	0.113335	
152	-0.332146	1.8327	-1.80022	0.189937	-1.50388	0	-0.0344926	0.51236	1.27113	5.90234	-37.6431	0.0469784	-7.47854	0.25319	-7.38568	0.22667	
153	-0.332375	1.83119	-1.80022	0.191006	-1.55033	0	-0.0340645	0.512581	1.26938	5.81694	-39.1231	0.0469784	-7.501	0.255921	-7.21567	0.264449	
154	-0.332338	1.82963	-1.80022	0.202746	-1.59143	0	-0.0337639	0.512797	1.26787	6.85219	-39.9924	0.0469784	-7.51008	0.257147	-7.3479	0.22667	
