count	q1	q2	q3	qd1	qd2	qd3	x	y	theta	qdd1	qdd2	qdd3	trq2	trq3	trq2_act	trq3_act	
155	-0.332338	1.82804	-1.80022	0.202746	-1.63488	0	-0.0334353	0.51302	1.26627	6.71342	-41.0962	0.0469784	-7.52429	0.260656	-7.3479	0.170003	
156	-0.331881	1.82639	-1.80022	0.208186	-1.67918	0	-0.033332	0.513233	1.26509	5.58109	-41.8285	0.0469784	-7.52137	0.264391	-7.21567	0.22667	
157	-0.331707	1.82471	-1.80022	0.21961	-1.72269	0	-0.0330748	0.513462	1.26358	6.24289	-42.5111	0.0469784	-7.52661	0.266292	-7.31012	0.302227	
158	-0.331707	1.82299	-1.80022	0.223245	-1.76622	0	-0.0327189	0.513701	1.26185	5.72083	-43.0405	-0.00372844	-7.54015	0.269293	-7.46123	0.22667	
159	-0.331213	1.82122	-1.80022	0.238724	-1.81099	0	-0.0326074	0.51393	1.26058	7.26873	-43.7893	0	-7.53358	0.271409	-7.10234	0.264449	
160	-0.331533	1.8194	-1.80022	0.234669	-1.86034	0	-0.0320676	0.514191	1.25844	6.45769	-44.7363	5.32635e-05	-7.5621	0.27541	-7.31012	0.151114	
161	-0.330848	1.81754	-1.80022	0.242043	-1.90982	0	-0.0320343	0.514425	1.25726	6.38458	-45.1619	0	-7.55246	0.279889	-7.42346	0.22667	
162	-0.330885	1.81562	-1.80022	0.230303	-1.96057	0	-0.0316186	0.51469	1.25531	4.03657	-45.6694	0	-7.57382	0.286287	-7.23456	0.302227	
163	-0.330848	1.81366	-1.80022	0.249095	-2.01105	0	-0.0312302	0.514958	1.25339	5.80897	-46.0714	0	-7.58416	0.2871	-7.49901	0.24556	
164	-0.330162	1.81165	-1.80022	0.259661	-2.0629	0	-0.0311651	0.515211	1.25206	5.69151	-47.1475	0	-7.57457	0.291284	-7.40457	0.264449	
165	-0.330162	1.80959	-1.80022	0.281648	-2.1114	0	-0.0307369	0.515492	1.25	7.89026	-47.652	0	-7.58489	0.291452	-7.40457	0.302227	
166	-0.329934	1.80748	-1.80022	0.293922	-2.15614	0	-0.0304168	0.515771	1.24812	8.57355	-47.6952	0	-7.58912	0.293969	-7.53679	0.22667	
167	-0.330428	1.80534	-1.80022	0.30043	-2.2018	0	-0.0297141	0.516077	1.24548	8.08201	-47.911	0	-7.62058	0.295814	-7.3479	0.377784	
168	-0.330428	1.80314	-1.80022	0.315053	-2.25034	0	-0.0292555	0.516373	1.24328	9.18082	-48.4121	0	-7.63323	0.297575	-7.42346	0.302227	
169	-0.329919	1.80089	-1.80022	0.321561	-2.30133	0	-0.0290492	0.51666	1.24155	8.28375	-49.0337	0	-7.63116	0.302384	-7.27234	0.24556	
170	-0.329196	1.7986	-1.80022	0.348678	-2.3526	0	-0.0289419	0.516947	1.23997	11.401	-49.2265	0	-7.61568	0.303904	-7.42346	0.358895	
171	-0.329882	1.79625	-1.80022	0.359562	-2.40565	0	-0.0280957	0.517281	1.23694	11.752	-49.5833	0	-7.65474	0.305	-7.46123	0.264449	
172	-0.329159	1.79386	-1.80022	0.386679	-2.45578	0	-0.0279667	0.517579	1.23527	15.6377	-49.5206	0	-7.63895	0.306629	-7.61235	0.302227	
173	-0.328193	1.79142	-1.80022	0.39787	-2.50277	0	-0.027954	0.517877	1.2338	14.8775	-49.1724	0	-7.61895	0.311827	-7.55568	0.302227	
174	-0.327913	1.78893	-1.80022	0.405547	-2.54695	0.000771787	-0.027577	0.518198	1.23159	14.5887	-48.4046	0.0771787	-7.62317	0.315919	-7.55568	0.321116	
175	-0.326572	1.78641	-1.80022	0.413551	-2.58846	0.000795223	-0.0277407	0.518494	1.23041	13.1903	-47.7064	0.0795223	-7.59013	0.322522	-7.48012	0.302227	
176	-0.326291	1.78385	-1.80022	0.425721	-2.62876	0.00140083	-0.0273462	0.518824	1.22813	13.18	-47.2627	0.140083	-7.59215	0.335683	-7.32901	0.302227	
177	-0.324951	1.78124	-1.80022	0.433725	-2.67148	0.00136887	-0.027492	0.51913	1.22687	13.3295	-46.9685	0.136887	-7.21537	0.364826	-7.49901	0.321116	
178	-0.323647	1.77859	-1.80022	0.437352	-2.71898	0.00136621	-0.0276092	0.519442	1.22552	12.2299	-46.8635	0.136621	-7.22207	0.370096	-7.29123	0.264449	
179	-0.323647	1.77588	-1.80022	0.449841	-2.77168	0.00136674	-0.0270374	0.519795	1.22281	12.828	-47.0351	0.136674	-7.24463	0.372719	-7.59346	0.358895	
180	-0.323366	1.77313	-1.80022	0.461998	-2.82581	0.00136674	-0.0265997	0.520147	1.22034	11.332	-47.3207	0.136674	-7.18057	0.381203	-7.5179	0.358895	
181	-0.322062	1.77032	-1.80022	0.474697	-2.878	0.00136674	-0.0266827	0.520476	1.21884	11.5135	-47.2348	0.136674	-6.51794	0.427912	-7.5179	0.302227	
182	-0.321782	1.76747	-1.80022	0.486854	-2.92434	0.00136674	-0.0262235	0.520838	1.21627	10.0175	-46.8559	0.136674	-6.35804	0.442039	-7.63124	0.302227	
183	-0.322062	1.76458	-1.80021	0.502024	-2.96604	0.00136674	-0.0254621	0.521217	1.2131	10.4154	-46.3271	0.136674	-6.1746	0.456874	-7.48012	0.302227	
184	-0.321321	1.76164	-1.80021	0.511103	-3.01403	0.000594953	-0.0252223	0.521575	1.2109	10.5555	-46.7079	-0.0176835	-6.08689	0.457058	-7.48012	0.321116	
185	-0.321939	1.75863	-1.80021	0.526265	-3.07344	0.00245278	-0.0242594	0.521973	1.20728	11.2714	-48.4983	0.165756	-6.35395	0.45462	-7.36679	0.283338	
186	-0.321939	1.75557	-1.80021	0.535864	-3.13966	0.00181042	-0.0236044	0.522362	1.20422	11.0142	-51.0899	0.0409596	-6.91327	0.424984	-7.21567	0.358895	
187	-0.322558	1.75245	-1.80021	0.551025	-3.20335	0.00182481	-0.0226118	0.52277	1.20047	11.7301	-53.1868	0.0455935	-7.29605	0.405323	-7.08345	0.358895	
188	-0.322154	1.74926	-1.80021	0.560097	-3.26151	0.00183013	-0.02214	0.52316	1.1977	12.2744	-54.2534	0.0463925	-7.58872	0.392624	-7.02678	0.415562	
189	-0.322435	1.74603	-1.80021	0.570773	-3.31111	0.0018296	-0.0212983	0.523569	1.19419	12.0932	-53.9425	0.0462859	-7.66433	0.392779	-6.85678	0.358895	
190	-0.321694	1.74275	-1.8002	0.570561	-3.35813	0.0018296	-0.0209808	0.52396	1.19165	10.8563	-53.2317	0.0462859	-7.65782	0.400709	-6.78122	0.396673	
191	-0.32129	1.73943	-1.8002	0.584961	-3.40523	0.00105408	-0.0204754	0.524361	1.18874	11.0264	-52.7231	-0.0312656	-7.65813	0.405021	-6.59233	0.358895	
192	-0.320549	1.73606	-1.8002	0.599149	-3.458	0.00105941	-0.020135	0.524761	1.1861	11.2295	-53.3667	-0.030733	-7.64838	0.410618	-6.57344	0.396673	
193	-0.320268	1.73263	-1.8002	0.608641	-3.51786	0.00106793	-0.0195395	0.525175	1.18295	10.6617	-55.1822	-0.0298808	-7.65781	0.416407	-6.66789	0.340006	
194	-0.320268	1.72913	-1.8002	0.623041	-3.57853	0.00178166	-0.0187822	0.525599	1.17946	11.1938	-56.4501	0.118671	-7.6753	0.420738	-6.70567	0.415562	
195	-0.320268	1.72559	-1.8002	0.623041	-3.63473	-0.000123039	-0.0180116	0.526027	1.17592	9.67765	-56.129	-0.257582	-7.69719	0.417493	-6.66789	0.396673	
196	-0.320268	1.72198	-1.8002	0.637247	-3.69276	-9.16131e-05	-0.0172266	0.52646	1.17231	10.1383	-55.31	-0.190204	-7.71442	0.421839	-6.68678	0.415562	
197	-0.318417	1.71832	-1.8002	0.645556	-3.75218	-7.29709e-05	-0.0174027	0.526865	1.1705	9.45304	-54.8831	-0.189778	-7.671	0.432085	-7.00789	0.453341	
198	-0.319439	1.71461	-1.8002	0.651647	-3.80696	-7.56341e-05	-0.0160523	0.527322	1.16576	9.155	-54.545	-0.190577	-7.72524	0.43544	-7.12123	0.396673	
199	-0.319159	1.71084	-1.8002	0.664774	-3.85981	-7.56341e-05	-0.015376	0.527761	1.16228	9.4001	-54.8707	-0.190523	-7.73222	0.440661	-7.36679	0.358895	
200	-0.320181	1.70703	-1.8002	0.688458	-3.90638	-7.56341e-05	-0.0140004	0.528221	1.15745	11.7897	-54.8258	-0.190523	-7.77865	0.440278	-7.27234	0.415562	
201	-0.319352	1.70318	-1.8002	0.699026	-3.9503	0.000699882	-0.013591	0.528657	1.15442	11.4065	-54.5067	-0.0354202	-7.7655	0.447094	-7.59346	0.396673	
202	-0.320093	1.69928	-1.8002	0.707885	-3.9945	0.000694555	-0.0123405	0.529115	1.14979	10.8736	-53.65	-0.0364855	-7.80723	0.450205	-7.40457	0.415562	
203	-0.317936	1.69534	-1.8002	0.717271	-4.03974	0.000686033	-0.0126124	0.529539	1.148	10.863	-52.188	-0.0381899	-7.74949	0.460797	-7.59346	0.47223	
204	-0.318678	1.69135	-1.8002	0.733288	-4.08762	0.000747819	-0.0113381	0.530001	1.14327	11.0247	-50.9094	-0.103384	-7.78952	0.462911	-7.49901	0.415562	
205	-0.318678	1.68732	-1.8002	0.750881	-4.1382	0.00127246	-0.0104438	0.530456	1.13924	12.784	-50.3467	0.13955	-7.80424	0.47685	-7.65013	0.491119	
206	-0.31652	1.68324	-1.8002	0.756631	-4.18165	0.00123145	-0.0106838	0.53089	1.13732	11.9384	-48.8891	0.132306	-7.74782	0.488176	-7.53679	0.358895	
207	-0.315933	1.67911	-1.80019	0.767199	-4.22811	0.00123092	-0.0100795	0.531344	1.13378	12.1643	-47.5927	0.130389	-7.74423	0.494807	-7.49901	0.415562	
208	-0.315933	1.67493	-1.80019	0.798247	-4.28583	0.00123092	-0.00914844	0.531807	1.1296	14.66	-47.8865	0.130655	-7.75591	0.496781	-7.57457	0.415562	
209	-0.315933	1.67069	-1.80019	0.815417	-4.34978	0.00123092	-0.00820169	0.532272	1.12536	15.0642	-48.9962	0.130655	-7.77423	0.501825	-7.6879	0.396673	
210	-0.315933	1.66637	-1.80019	0.828872	-4.41923	0.00123092	-0.00723734	0.532741	1.12105	14.0414	-51.2847	0.130655	-7.79536	0.507981	-7.91457	0.453341	
211	-0.317503	1.66199	-1.80019	0.840292	-4.49149	0.00123092	-0.00541821	0.533223	1.11509	14.1266	-54.1193	0.0531037	-7.87196	0.51071	-7.66902	0.510008	
212	-0.315345	1.65753	-1.80019	0.861102	-4.56582	0.00213959	-0.00556853	0.533686	1.1128	15.3217	-57.1318	0.144504	-7.8175	0.521582	-7.66902	0.415562	
213	-0.317503	1.65301	-1.80019	0.872522	-4.63816	0.00207195	-0.00339857	0.534174	1.10612	15.5251	-59.8419	0.138592	-7.91458	0.522962	-7.55568	0.453341	
214	-0.317503	1.64841	-1.80018	0.892689	-4.71041	0.00129537	-0.00236159	0.534654	1.10152	15.9401	-62.2782	0.0547548	-7.93438	0.528353	-7.72568	0.415562	
215	-0.315065	1.64374	-1.80018	0.913076	-4.78471	0.000794691	-0.0026108	0.535131	1.09929	16.2195	-64.6514	-0.0477773	-7.87053	0.530383	-7.48012	0.415562	
216	-0.317222	1.639	-1.80018	0.938692	-4.86662	0.00084103	-0.000380565	0.535622	1.09239	18.2061	-68.497	-0.0390421	-7.96475	0.529917	-7.57457	0.491119	
217	-0.316547	1.63416	-1.80018	0.950862	-4.95221	0.000840497	0.000354701	0.536111	1.08823	18.3663	-72.4099	-0.0390421	-7.96751	0.539828	-7.83902	0.510008	
218	-0.314109	1.62926	-1.80018	0.957794	-5.03363	0.000840497	0.00016305	0.536605	1.08576	15.9547	-74.78	-0.0390421	-7.9107	0.555248	-7.72568	0.585565	
219	-0.311277	1.62427	-1.80018	0.977874	-5.10837	0.000840497	-0.000223591	0.537103	1.08361	16.2457	-75.8592	-0.0390421	-7.83463	0.568668	-7.63124	0.453341	
220	-0.30884	1.61923	-1.80018	0.984806	-5.17167	0.00275638	-0.000385309	0.537604	1.08101	15.5934	-75.2438	0.152547	-7.77501	0.592859	-8.06569	0.547787	
221	-0.305236	1.61414	-1.80017	0.999002	-5.22689	0.00428078	-0.0011624	0.538106	1.07953	15.871	-73.5391	0.304987	-7.67313	0.607656	-7.74457	0.547787	
222	-0.305236	1.60899	-1.80017	0.999002	-5.28312	0.00404323	1.3027e-05	0.538613	1.07438	13.7899	-71.7293	0.190364	-7.69669	0.616956	-7.6879	0.510008	
223	-0.303078	1.60377	-1.80016	1.00668	-5.34719	0.00444324	4.25517e-05	0.539121	1.07133	13.4161	-70.9024	0.237129	-7.64817	0.630181	-7.76346	0.510008	
224	-0.300921	1.5985	-1.80016	1.00017	-5.41196	0.00457427	8.6819e-05	0.539631	1.06821	10.7479	-70.1554	0.32789	-7.60561	0.646147	-7.83902	0.585565	
225	-0.300246	1.59315	-1.80015	1.02185	-5.48662	0.00455083	0.000949536	0.540144	1.06354	10.8777	-70.191	0.375614	-7.60326	0.654213	-7.65013	0.566676	
226	-0.297414	1.58772	-1.80015	1.04394	-5.56592	0.00455243	0.000665814	0.540662	1.06095	10.5252	-69.9292	0.37114	-7.53252	0.666997	-7.95235	0.453341	
227	-0.298089	1.58222	-1.80014	1.08098	-5.63914	0.00455243	0.00229564	0.541177	1.05478	13.0114	-68.693	0.371193	-7.56749	0.66949	-7.83902	0.585565	
228	-0.298089	1.57665	-1.80014	1.11108	-5.71089	0.00455243	0.00358026	0.541693	1.04922	15.3283	-67.7259	0.371193	-7.58305	0.674696	-7.78235	0.642233	
229	-0.297317	1.57101	-1.80013	1.1258	-5.78468	0.00455243	0.00446589	0.542212	1.04435	14.7926	-67.6315	0.371193	-7.58006	0.684683	-7.85791	0.547787	
230	-0.297317	1.56528	-1.80013	1.1559	-5.87124	0.00484271	0.00579215	0.542728	1.03863	17.1095	-69.9576	0.208633	-7.59869	0.691132	-7.5179	0.547787	
231	-0.295789	1.55946	-1.80012	1.17651	-5.96434	0.00557509	0.00631247	0.543255	1.03434	17.7506	-73.7457	0.12943	-7.57336	0.703083	-7.48012	0.642233	
232	-0.295789	1.55355	-1.80012	1.20661	-6.058	0.0056422	0.00768626	0.543774	1.02844	20.7607	-77.4888	0.159897	-7.59338	0.710316	-7.5179	0.604454	
233	-0.295115	1.54755	-1.80011	1.24493	-6.15359	0.00677245	0.00871733	0.544299	1.02312	23.8244	-80.6407	0.232921	-7.58884	0.717631	-7.29123	0.642233	
234	-0.295115	1.54146	-1.80011	1.2905	-6.24784	0.00669575	0.0101398	0.544818	1.01703	29.0331	-83.588	0.212148	-7.60265	0.722244	-7.59346	0.642233	
235	-0.295115	1.53529	-1.8001	1.30713	-6.32636	0.00669309	0.0115831	0.545335	1.01087	28.528	-83.9733	0.214226	-7.62449	0.731471	-7.46123	0.661122	
236	-0.295115	1.52905	-1.8001	1.31685	-6.39336	0.00669415	0.0130448	0.545848	1.00464	27.2902	-82.7448	0.214172	-7.6467	0.74132	-7.23456	0.642233	
237	-0.295115	1.52276	-1.80009	1.33232	-6.45797	0.00669415	0.0145245	0.546357	0.99835	25.1342	-81.8835	0.214172	-7.66614	0.749982	-7.82013	0.642233	
238	-0.291059	1.5164	-1.80008	1.34779	-6.51792	0.0073642	0.0138028	0.546922	0.996058	23.6713	-80.7037	0.281178	-7.55591	0.766323	-7.38568	0.604454	
239	-0.289532	1.50998	-1.80007	1.37681	-6.59144	0.0089669	0.0144809	0.547451	0.991167	25.1012	-80.6755	0.441447	-7.52349	0.776122	-7.29123	0.661122	
240	-0.288857	1.50347	-1.80007	1.38503	-6.67267	0.008283	0.0156469	0.547968	0.985343	22.9129	-80.1424	0.344029	-7.52778	0.788937	-7.5179	0.661122	
241	-0.287776	1.49688	-1.80006	1.40348	-6.75942	0.00821802	0.0166126	0.548489	0.979841	22.6973	-79.5076	0.264293	-7.51638	0.801053	-7.21567	0.642233	
242	-0.287101	1.4902	-1.80005	1.4117	-6.85007	0.00938981	0.0178247	0.549002	0.973845	20.5089	-79.2065	0.374762	-7.52203	0.814873	-7.46123	0.642233	
243	-0.284801	1.48343	-1.80004	1.43924	-6.93822	0.00812108	0.018167	0.549543	0.969386	19.4315	-78.4631	0.134863	-7.47009	0.827629	-7.42346	0.736679	
244	-0.284127	1.47658	-1.80003	1.43199	-7.02778	0.00950327	0.0194247	0.550053	0.963217	14.1487	-77.9944	0.280752	-7.48122	0.844627	-7.32901	0.6989	
245	-0.284127	1.46963	-1.80002	1.43199	-7.12191	0.0107076	0.0210781	0.550546	0.956283	12.4853	-79.5551	0.401447	-7.51098	0.859559	-7.27234	0.6989	
246	-0.279525	1.4626	-1.80001	1.45953	-7.21553	0.011506	0.0202206	0.551133	0.953861	14.2685	-82.2163	0.481182	-7.39027	0.876699	-7.46123	0.642233	
247	-0.27885	1.45547	-1.79999	1.48985	-7.31052	0.0134272	0.02155	0.551639	0.947421	15.7536	-85.2548	0.673303	-7.38792	0.887196	-7.1779	0.793346	
248	-0.282231	1.44824	-1.79997	1.52018	-7.4081	0.0150443	0.0251435	0.552043	0.936832	17.2388	-89.0181	0.768006	-7.50839	0.891641	-7.27234	0.736679	
249	-0.279929	1.44094	-1.79996	1.5299	-7.49297	0.0160227	0.0256234	0.552577	0.931845	15.3083	-90.1532	0.705581	-7.46218	0.908282	-7.14012	0.793346	
250	-0.279929	1.43356	-1.79994	1.57793	-7.56929	0.016941	0.0273951	0.553046	0.924483	19.2901	-89.6627	0.865797	-7.46972	0.913251	-7.1779	0.793346	
251	-0.279929	1.42609	-1.79992	1.62031	-7.6551	0.0169064	0.0291911	0.553507	0.917034	21.683	-89.5684	0.868833	-7.48089	0.920173	-7.31012	0.831125	
252	-0.279929	1.41853	-1.7999	1.66835	-7.75432	0.0174145	0.0310134	0.553961	0.909491	25.6648	-90.4249	0.802467	-7.49167	0.92723	-6.95123	0.793346	
253	-0.277627	1.41087	-1.79988	1.70068	-7.85645	0.0202827	0.0315864	0.554481	0.904153	26.1441	-91.823	1.21616	-7.43924	0.941317	-7.55568	0.831125	
254	-0.274246	1.40311	-1.79986	1.75032	-7.95551	0.0221496	0.0315852	0.555033	0.899799	31.8331	-92.7727	1.26463	-7.34857	0.953314	-6.95123	0.831125	
255	-0.269645	1.39526	-1.79983	1.8102	-8.05242	0.0245678	0.0309283	0.55562	0.896574	37.8211	-93.0511	1.38602	-7.22017	0.964464	-7.44234	0.831125	
256	-0.269645	1.3873	-1.7998	1.84253	-8.15701	0.0276688	0.0328538	0.556059	0.888647	38.3004	-94.1488	1.61628	-7.23593	0.975726	-6.85678	0.793346	
257	-0.266264	1.37924	-1.79977	1.85459	-8.26028	0.0309008	0.032925	0.556602	0.884004	36.4737	-94.9757	1.74736	-7.16341	0.994934	-7.21567	0.887792	
258	-0.259275	1.3711	-1.79974	1.88927	-8.35471	0.0336439	0.0310077	0.557257	0.88288	36.9095	-94.6606	1.85996	-6.98397	1.01237	-6.819	0.850014	
259	-0.260496	1.36286	-1.7997	1.91136	-8.44771	0.0361962	0.0336872	0.557644	0.87346	38.1469	-95.474	2.01735	-7.03387	1.024	-7.02678	0.887792	
260	-0.257115	1.35452	-1.79966	1.91296	-8.54883	0.040069	0.0338267	0.558176	0.868545	33.5032	-97.953	2.31281	-6.9676	1.04465	-6.83789	0.887792	
261	-0.260496	1.3461	-1.79961	1.95001	-8.63926	0.0441352	0.037764	0.55846	0.856787	32.9695	-98.4154	2.72288	-7.06899	1.05149	-6.87567	0.963349	
262	-0.253507	1.33758	-1.79956	1.97423	-8.73215	0.0492698	0.0359328	0.559114	0.85531	30.5885	-97.7833	3.18553	-6.89672	1.07035	-6.76233	0.94446	
263	-0.254727	1.32896	-1.7995	1.96398	-8.83252	0.0551133	0.0387154	0.559458	0.845532	26.3302	-97.6062	3.48306	-6.95615	1.08958	-6.989	0.925571	
264	-0.258108	1.32024	-1.79944	2.00103	-8.94501	0.0622767	0.0427367	0.559693	0.833492	25.0709	-98.9494	4.01271	-7.05794	1.09883	-7.02678	0.850014	
265	-0.26271	1.31141	-1.79936	2.04051	-9.05521	0.0719334	0.0474716	0.559837	0.820134	23.0317	-100.279	4.73656	-7.19241	1.10601	-6.66789	0.925571	
266	-0.258651	1.30248	-1.79927	2.07775	-9.16019	0.0836614	0.0473833	0.560366	0.815349	23.5218	-100.317	5.59927	-7.08998	1.1219	-7.04567	0.963349	
267	-0.253371	1.29344	-1.79917	2.12524	-9.26734	0.0948361	0.0466343	0.560946	0.81169	27.0646	-100.706	6.39353	-6.95439	1.13662	-6.63011	0.925571	
268	-0.256979	1.28429	-1.79906	2.10261	-9.37856	0.109206	0.0508972	0.561091	0.799049	21.3338	-102.385	7.55622	-7.07885	1.15769	-6.68678	1.03891	
269	-0.251699	1.27504	-1.79893	2.16664	-9.48841	0.12453	0.0501985	0.561665	0.795207	25.5279	-104.07	8.83342	-6.93708	1.16956	-6.17677	0.982238	
270	-0.25508	1.26568	-1.79878	2.23344	-9.59296	0.140544	0.0543886	0.561782	0.782617	32.048	-104.414	10.0475	-7.01919	1.17366	-6.34677	0.982238	
271	-0.251699	1.2562	-1.79862	2.1964	-9.72011	0.157586	0.0548109	0.562245	0.776682	24.6395	-108.086	11.3451	-6.96505	1.20475	-6.30899	1.0578	
272	-0.250028	1.2466	-1.79843	2.23781	-9.84313	0.172901	0.0562221	0.562605	0.768937	26.3576	-111.098	12.3631	-6.9266	1.21929	-6.40344	1.09557	
273	-0.250028	1.23688	-1.79824	2.31774	-9.9648	0.187564	0.0586037	0.562857	0.759414	35.3759	-113.228	13.2451	-6.91625	1.22539	-6.61122	1.0578	
274	-0.23949	1.22705	-1.79803	2.3475	-10.0828	0.201498	0.0550779	0.563702	0.760327	34.6474	-113.776	13.9222	-6.66473	1.24655	-6.57344	1.09557	
275	-0.236109	1.2171	-1.7978	2.3777	-10.1994	0.213546	0.0556083	0.564133	0.753984	33.7189	-114.416	14.1613	-6.59169	1.26309	-6.30899	1.11446	
276	-0.241389	1.20705	-1.79757	2.41016	-10.3074	0.225618	0.0610508	0.564046	0.738888	33.2403	-114.724	14.1956	-6.72038	1.27518	-6.66789	1.11446	
277	-0.246669	1.1969	-1.79731	2.45786	-10.4049	0.240281	0.0665172	0.563896	0.723714	33.2621	-113.754	14.5445	-6.84398	1.28296	-6.19566	1.11446	
278	-0.241389	1.18665	-1.79704	2.52189	-10.5076	0.257143	0.0660524	0.564412	0.719017	41.9279	-112.908	14.7937	-6.70655	1.29379	-6.38455	1.11446	
279	-0.246669	1.17629	-1.79675	2.55304	-10.625	0.277808	0.0715742	0.564194	0.703663	38.6401	-113.66	15.3278	-6.83279	1.30661	-6.25233	1.19002	
280	-0.238008	1.16579	-1.79643	2.55028	-10.7641	0.302108	0.0692589	0.564932	0.702141	31.6833	-117.116	16.1564	-6.64122	1.33444	-6.479	1.13335	
281	-0.228756	1.15516	-1.79609	2.64288	-10.8946	0.329951	0.066631	0.56569	0.701112	44.6484	-117.452	17.2365	-6.41363	1.34233	-6.59233	1.02002	
282	-0.228756	1.1444	-1.79571	2.64288	-11.0244	0.361109	0.0692626	0.56581	0.690737	40.5078	-118.123	18.8208	-6.42155	1.36486	-6.10121	1.15224	
283	-0.219503	1.13353	-1.7953	2.65556	-11.1488	0.394069	0.0666822	0.566549	0.689529	33.7813	-118.401	20.6505	-6.23038	1.38537	-6.04454	1.15224	
284	-0.217407	1.12255	-1.79484	2.68136	-11.2593	0.431383	0.0681757	0.566793	0.681097	33.3864	-117.653	22.9885	-6.18451	1.4015	-5.83676	1.19002	
285	-0.212127	1.11146	-1.79434	2.73144	-11.3703	0.476029	0.0678857	0.567244	0.675787	35.3733	-117.09	26.2483	-6.06879	1.41287	-6.38455	1.19002	
286	-0.206848	1.10026	-1.7938	2.78151	-11.4847	0.524785	0.0676168	0.567685	0.670414	37.1352	-117.723	29.9167	-5.9566	1.42413	-6.1201	1.19002	
287	-0.201568	1.08892	-1.79319	2.81633	-11.6251	0.576579	0.0673756	0.568119	0.664954	35.8473	-122.024	33.6298	-5.85324	1.43988	-6.21455	1.24669	
288	-0.201568	1.07741	-1.79254	2.88231	-11.7875	0.625455	0.0701679	0.568179	0.654107	36.0417	-127.984	36.8312	-5.8378	1.4529	-6.83789	1.24669	
289	-0.201568	1.06576	-1.79183	2.91433	-11.9496	0.675378	0.0729945	0.568216	0.643156	36.1285	-132.456	39.757	-5.82938	1.47206	-6.10121	1.28447	
290	-0.206848	1.05395	-1.79107	2.9775	-12.1016	0.723941	0.0788529	0.567819	0.626826	42.7229	-133.745	42.1833	-5.90091	1.48609	-5.61009	1.28447	
291	-0.204499	1.04201	-1.79026	3.03603	-12.2367	0.773684	0.0804057	0.56798	0.61805	39.3147	-134.207	44.3733	-5.83966	1.49789	-5.74232	1.28447	
292	-0.198179	1.02997	-1.7894	3.12314	-12.3474	0.824983	0.0797223	0.568445	0.613193	48.0251	-132.305	46.3874	-4.68802	1.51043	-6.04454	1.34113	
293	-0.195831	1.01781	-1.78847	3.18166	-12.4623	0.882005	0.0813183	0.568581	0.60431	52.6106	-131.35	48.7936	-3.78786	1.52636	-6.51677	1.32224	
294	-0.199803	1.00552	-1.78748	3.2596	-12.601	0.939848	0.0865358	0.568164	0.589028	57.8231	-134.172	50.8465	-2.85365	1.54682	-6.17677	1.36002	
295	-0.191765	0.993052	-1.78644	3.29748	-12.7731	0.991571	0.0849633	0.568746	0.585641	56.6044	-140.28	51.5541	-2.90168	1.55545	-6.49788	1.36002	
296	-0.185444	0.98039	-1.78535	3.34845	-12.9747	1.04341	0.0844086	0.569163	0.580394	56.6945	-149.005	51.8625	-2.86699	1.56654	-5.7801	1.3978	
297	-0.176501	0.967537	-1.7842	3.38899	-13.171	1.09231	0.0824011	0.569781	0.57763	57.2656	-154.589	51.5728	-3.01356	1.57548	-5.87454	1.43558	
298	-0.170181	0.954518	-1.783	3.43996	-13.3448	1.14614	0.0819203	0.570162	0.572134	55.7653	-155.73	52.0683	-2.77137	1.58489	-5.44009	1.45447	
299	-0.15858	0.941353	-1.78174	3.49373	-13.4957	1.19727	0.0784561	0.570948	0.571825	57.9403	-154.611	52.1894	-1.91439	1.5845	-4.94897	1.3978	
300	-0.146979	0.928051	-1.78043	3.57177	-13.635	1.24798	0.0750136	0.571695	0.571433	59.4266	-153.344	52.4038	-1.27839	1.57611	-4.59008	1.49225	
301	-0.14246	0.914588	-1.77907	3.59118	-13.7978	1.30279	0.0756508	0.571883	0.563857	55.5146	-156.108	52.9103	-1.26982	1.59018	-5.06231	1.47336	
302	-0.14246	0.900935	-1.77764	3.64529	-13.99	1.36387	0.0789138	0.571701	0.551634	52.2153	-164.257	53.8889	-1.43557	1.60751	-4.32563	1.43558	
303	-0.137941	0.887094	-1.77614	3.66469	-14.1841	1.42596	0.0796338	0.571846	0.543808	48.3033	-172.184	54.3956	-2.65236	1.63091	-3.64562	1.51114	
304	-0.127101	0.873088	-1.77458	3.66469	-14.3594	1.49091	0.0767719	0.572467	0.542205	40.5099	-175.842	55.106	-3.96116	1.65362	-3.13561	1.53003	
305	-0.127101	0.858951	-1.77294	3.72222	-14.4956	1.56179	0.0801384	0.572222	0.529707	42.4744	-172.253	57.0218	-3.68876	1.66398	-2.85227	1.41669	
306	-0.125383	0.844701	-1.77122	3.76667	-14.6084	1.63691	0.0825422	0.572084	0.518893	41.8213	-163.374	59.3499	-3.5563	1.67457	-2.13448	1.5678	
307	-0.120395	0.830325	-1.76942	3.82155	-14.7395	1.71673	0.0830989	0.572192	0.511306	43.256	-156.847	62.4423	-3.04824	1.67805	-2.21004	1.54891	
308	-0.115876	0.815806	-1.76754	3.81111	-14.8847	1.79632	0.083952	0.572243	0.503192	37.1148	-153.994	65.0183	-4.55342	1.71208	-1.9267	1.5678	
