count	q1	q2	q3	qd1	qd2	qd3	x	y	theta	qdd1	qdd2	qdd3	trq2	trq3	trq2_act	trq3_act	
151	-0.247052	0.967158	-1.77955	3.74457	-14.4413	1.51128	0.122001	0.563351	0.511356	61.6991	-185.272	67.2287	-6.00387	1.62272	-3.75895	1.34113	
152	-0.259095	0.952342	-1.77801	3.83551	-14.6355	1.58755	0.132298	0.561411	0.486031	68.5844	-188.792	68.2783	-6.07102	1.63531	-3.36228	1.36002	
153	-0.250518	0.937343	-1.7764	3.90563	-14.815	1.66971	0.131038	0.56208	0.481224	68.6141	-187.938	70.0839	-5.09145	1.67105	-3.77784	1.41669	
154	-0.238846	0.922151	-1.7747	3.94882	-15.0047	1.75423	0.128072	0.563121	0.4794	68.1589	-186.06	71.3577	-4.81882	1.68841	-3.79673	1.37891	
155	-0.230269	0.90675	-1.77292	4.01895	-15.2138	1.84607	0.126884	0.563732	0.47436	63.9823	-187.702	73.2973	-3.91412	1.71428	-3.47561	1.41669	
156	-0.21547	0.891109	-1.77103	4.07009	-15.4523	1.94897	0.12223	0.565085	0.475403	62.6194	-195.959	76.8395	-3.64408	1.72412	-2.75782	1.49225	
157	-0.21547	0.875236	-1.76904	4.14022	-15.6829	2.05866	0.125976	0.564574	0.461519	58.4428	-204.455	81.3584	-3.75136	1.73907	-2.72004	1.28447	
158	-0.212714	0.859145	-1.76694	4.25809	-15.8938	2.17664	0.128208	0.564368	0.450288	72.7156	-209.908	86.8456	-1.49457	1.77281	-2.77671	1.47336	
159	-0.19482	0.842842	-1.76472	4.31296	-16.1037	2.30019	0.121926	0.566038	0.4541	70.9662	-211.242	92.4361	-0.776922	1.76766	-2.94672	1.34113	
160	-0.197577	0.826318	-1.76236	4.35743	-16.3231	2.43666	0.12736	0.565107	0.437173	65.926	-211.585	99.5516	-1.96531	1.7808	-2.70116	1.51114	
161	-0.19482	0.809573	-1.75987	4.4435	-16.5409	2.58313	0.129717	0.564823	0.42568	69.8932	-209.957	107.185	-1.14913	1.79625	-2.68227	1.49225	
162	-0.173463	0.792606	-1.75722	4.49837	-16.7611	2.73854	0.121592	0.566866	0.432716	66.2866	-212.561	115.099	-0.695661	1.78256	-2.22893	1.36002	
163	-0.176219	0.775423	-1.75441	4.51986	-16.9714	2.90963	0.127154	0.565869	0.415586	61.4225	-215.642	123.992	-2.32984	1.8008	-2.05892	1.37891	
164	-0.179314	0.758025	-1.75144	4.6027	-17.1843	3.07395	0.132939	0.564749	0.398063	65.3873	-217.962	131.973	-2.0065	1.81802	-2.38004	1.37891	
165	-0.179314	0.740419	-1.74832	4.6808	-17.3895	3.23533	0.137007	0.563971	0.383582	66.1852	-217.569	138.926	-1.60862	1.83258	-2.02114	1.43558	
166	-0.18207	0.72261	-1.74504	4.76136	-17.5891	3.3967	0.142659	0.562747	0.366298	69.1268	-213.675	144.773	-1.21522	1.85046	-1.37891	1.68114	
167	-0.175512	0.704622	-1.7416	4.7893	-17.7657	3.56221	0.143094	0.562797	0.35831	64.9079	-208.277	150.355	-2.03768	1.85386	-0.547787	1.3978	
168	-0.175512	0.686461	-1.73799	4.8674	-17.9375	3.73135	0.147247	0.561868	0.343753	60.9313	-204.377	155.471	-1.33345	1.86904	-0.0377784	1.34113	
169	-0.168185	0.668134	-1.73422	4.8674	-18.1016	3.90186	0.147308	0.561977	0.336524	55.4444	-199.789	160.167	-2.99027	1.86994	-0.6989	1.3978	
170	-0.168185	0.649649	-1.73029	4.95669	-18.2554	4.07306	0.15151	0.560966	0.321974	59.9261	-193.23	163.64	-1.74239	1.88621	-1.58669	1.58669	
171	-0.157763	0.631021	-1.72619	4.92872	-18.3951	4.24245	0.149884	0.56149	0.317868	48.522	-185.425	165.932	-3.7312	1.88656	-0.453341	1.47336	
172	-0.164322	0.612257	-1.72192	5.00588	-18.5298	4.41399	0.157798	0.559385	0.296809	50.7505	-176.866	167.545	-3.27405	1.90049	0.604454	1.45447	
173	-0.151143	0.593335	-1.7175	5.11407	-18.6878	4.57676	0.154683	0.560299	0.295487	59.4209	-171.646	166.714	-0.979086	1.91442	0.0566676	1.5678	
174	-0.140722	0.574265	-1.71291	5.18783	-18.8345	4.74686	0.153133	0.560747	0.291425	58.5137	-165.021	167.291	-0.32417	1.92021	-0.434452	1.54891	
175	-0.140722	0.555062	-1.70816	5.21482	-18.9625	4.92358	0.157444	0.559554	0.27698	53.4019	-157.293	168.824	-0.599551	1.93662	-0.71779	1.64336	
176	-0.137965	0.535757	-1.70323	5.28121	-19.0625	5.10138	0.160219	0.558747	0.26536	51.9846	-147.342	170.468	-0.279995	1.94991	-0.377784	1.68114	
177	-0.134102	0.516325	-1.69813	5.39686	-19.188	5.27522	0.162394	0.558077	0.254886	60.7568	-142.231	171.301	-0.290493	1.95586	-0.22667	1.64336	
178	-0.134102	0.496741	-1.69287	5.4657	-19.3395	5.44619	0.166745	0.556725	0.240563	59.8303	-140.194	171.484	-0.244149	1.9724	-1.17113	1.5678	
179	-0.14728	0.477015	-1.68744	5.54854	-19.4759	5.62431	0.178411	0.553004	0.213093	68.1144	-137.427	172.245	0.0450134	2.00322	-1.11446	1.68114	
180	-0.134102	0.45718	-1.68182	5.58136	-19.5814	5.81371	0.175475	0.553828	0.212052	62.4668	-132.592	174.065	-0.166126	2.00886	-0.415562	1.19002	
181	-0.14728	0.437246	-1.676	5.71585	-19.6771	6.02445	0.187105	0.549874	0.184758	78.7126	-128.193	178.2	0.13899	2.03631	0.302227	0.831125	
182	-0.129692	0.417181	-1.66999	5.76785	-19.8065	6.22792	0.181788	0.5515	0.188297	76.1971	-127.677	181.393	-0.168858	2.03803	0.22667	1.07668	
183	-0.14287	0.396998	-1.66378	5.8006	-19.9225	6.43041	0.193404	0.547356	0.161148	68.6533	-123.471	185.365	0.122404	2.07699	0.831125	1.13335	
184	-0.14287	0.376731	-1.65736	5.8481	-19.9997	6.64258	0.197762	0.545597	0.147297	66.0262	-116.52	189.572	0.146742	2.10068	1.2278	1.17113	
185	-0.125282	0.356406	-1.65073	5.92145	-20.0531	6.86371	0.192514	0.547258	0.15119	70.6628	-109.06	194.014	-0.193993	2.10411	1.96448	0.680011	
186	-0.128039	0.335994	-1.64388	5.93693	-20.1432	7.08703	0.198391	0.544922	0.134868	65.5725	-108.069	198.564	-0.127795	2.13621	2.34226	1.20891	
187	-0.120873	0.315462	-1.63682	5.97178	-20.263	7.31581	0.198865	0.544497	0.128569	57.4915	-107.501	204.059	-0.261192	2.1579	3.30561	1.00113	
188	-0.110451	0.294823	-1.62953	6.01925	-20.368	7.54197	0.197581	0.544691	0.125637	55.3546	-102.85	209.578	-0.466415	2.17678	4.30674	1.47336	
189	-0.0901063	0.27411	-1.62203	6.08691	-20.4416	7.76286	0.190891	0.546781	0.132766	53.837	-96.5688	213.855	-0.874001	2.1867	4.8923	1.15224	
190	-0.08294	0.253292	-1.61434	6.12176	-20.5462	7.97019	0.191413	0.546282	0.126813	54.0401	-96.4885	215.648	-1.02404	2.21216	4.98675	1.15224	
191	-0.0579653	0.232332	-1.60645	6.15496	-20.6909	8.16632	0.18221	0.549076	0.138715	43.9114	-101.388	214.187	-1.52716	2.22291	5.17564	1.03891	
192	-0.0579653	0.211252	-1.59835	6.17632	-20.811	8.38989	0.186712	0.54719	0.125737	40.8469	-100.45	216.197	-1.54947	2.25765	4.85452	0.547787	
193	-0.0376207	0.190084	-1.59003	6.21169	-20.8958	8.61224	0.180077	0.549018	0.133232	41.1088	-97.3284	218.182	-1.97002	2.2759	4.85452	0.906682	
194	-0.0304545	0.168811	-1.58149	6.23231	-21.0038	8.8343	0.180686	0.5484	0.127658	38.4214	-100.415	219.172	-2.1415	2.30657	5.15675	0.547787	
195	-0.0258243	0.147389	-1.57275	6.25495	-21.1571	9.04937	0.18271	0.54728	0.119606	33.3499	-110.404	218.566	-2.27318	2.33897	3.96673	0.491119	
196	0.00395568	0.125839	-1.56381	6.29032	-21.2776	9.26388	0.17096	0.550587	0.136783	35.3388	-113.442	217.685	-2.90372	2.34995	3.45672	0.642233	
197	0.0133911	0.104229	-1.55466	6.30967	-21.3323	9.47494	0.170392	0.550261	0.13376	33.7891	-106.936	215.913	-3.12853	2.38117	3.81562	1.07668	
198	0.0299928	0.0825702	-1.5453	6.31305	-21.3825	9.68931	0.165886	0.551112	0.138059	29.38	-101.448	214.734	-3.49703	2.4077	3.6645	0.585565	
199	0.034623	0.0608275	-1.53574	6.34273	-21.4661	9.89883	0.167988	0.549922	0.130506	25.5815	-102.454	213.597	-3.64273	2.44269	2.02114	1.2278	
200	0.0274567	0.0390321	-1.52596	6.3587	-21.5166	10.1282	0.176552	0.546655	0.111326	23.6938	-97.0343	215.806	-3.54173	2.49343	1.49225	0.585565	
201	0.0156603	0.0172543	-1.51594	6.35749	-21.4954	10.3755	0.187559	0.542384	0.0877727	20.2526	-80.4428	220.917	-3.32504	2.55557	1.53003	0.0188892	
202	0.0250957	-0.00450649	-1.50571	6.37684	-21.4771	10.5913	0.186994	0.54197	0.0856765	20.0523	-66.6044	220.145	-3.53977	2.59348	1.03891	0.283338	
203	0.0345311	-0.0263046	-1.49527	6.37684	-21.5166	10.8051	0.186433	0.54153	0.0837504	16.5154	-62.0746	219.29	-3.76966	2.63101	0.0566676	0.415562	
204	0.0439666	-0.048133	-1.48464	6.37684	-21.5464	11.0074	0.185877	0.541063	0.0819861	14.453	-54.2528	217.313	-3.99826	2.66853	-0.47223	0.396673	
205	0.0321701	-0.0699481	-1.47383	6.38851	-21.5281	11.2003	0.19675	0.53652	0.0591913	13.356	-37.104	215.089	-3.77443	2.73393	-0.340006	0.774457	
206	0.0155684	-0.0917595	-1.46282	6.40346	-21.5278	11.3926	0.210063	0.530735	0.0317803	11.3145	-25.0173	212.875	-3.46028	2.80739	-0.0755568	1.02002	
207	0.0204418	-0.113615	-1.45163	6.4201	-21.5775	11.5877	0.211897	0.529262	0.0259888	11.043	-24.5178	211.279	-3.59552	2.8531	-1.20891	0.812236	
208	0.0253153	-0.135502	-1.44022	6.43738	-21.6031	11.8215	0.213725	0.527761	0.0203938	12.4332	-22.0616	213.221	-3.72465	2.90294	-1.98337	0.0566676	
209	0.0135188	-0.15736	-1.42854	6.44645	-21.5709	12.0856	0.224275	0.522587	6.2816	10.3717	-10.4743	218.674	-3.49998	2.98172	-1.26558	0.283338	
210	0.0301205	-0.179192	-1.41663	6.46861	-21.5468	12.3378	0.219914	0.523654	0.00509529	10.9906	-3.02568	220.957	-3.84703	3.01934	-0.94446	-0.453341	
211	0.0467222	-0.20105	-1.4045	6.49077	-21.5735	12.5572	0.21555	0.524661	0.0119647	13.3278	-7.81215	218.169	-4.21178	3.05306	-1.90781	-0.22667	
212	0.0515956	-0.222919	-1.39217	6.51328	-21.5814	12.7697	0.217331	0.523099	0.00729862	13.6441	-10.4343	217.84	-4.33012	3.10517	-1.51114	0.528898	
213	0.0613779	-0.244748	-1.37965	6.53206	-21.5347	12.9749	0.216528	0.522591	0.00778001	15.5221	-1.81596	216.98	-4.52793	3.1508	-0.963349	0.6989	
214	0.0662513	-0.266539	-1.36691	6.55458	-21.4994	13.1922	0.218273	0.52101	0.00360343	17.7735	4.70029	218.479	-4.62565	3.20561	-0.812236	1.19002	
215	0.0877264	-0.288338	-1.3539	6.56213	-21.5113	13.4691	0.211353	0.522996	0.0162869	17.3627	1.67961	226.885	-5.09647	3.23571	-0.6989	-0.321116	
216	0.11411	-0.310141	-1.34061	6.5687	-21.5112	13.7586	0.201833	0.525885	0.034154	16.5237	1.65484	236.593	-5.69311	3.25547	-0.340006	-1.02002	
217	0.122314	-0.331893	-1.32705	6.57146	-21.4589	14.046	0.20184	0.525028	0.0341687	15.1359	11.8583	245.827	-5.85521	3.31172	0.623344	-0.774457	
218	0.130517	-0.353611	-1.31326	6.57357	-21.4287	14.2799	0.201833	0.524167	0.0344428	13.6189	17.4407	245.842	-6.02715	3.3629	1.15224	-0.623344	
219	0.160196	-0.375366	-1.29929	6.57493	-21.4713	14.4713	0.190544	0.527489	0.0563401	12.8483	9.9527	238.57	-6.78845	3.35754	1.88892	0.151114	
220	0.165069	-0.397164	-1.28513	6.57866	-21.5162	14.6587	0.192312	0.525929	0.0535719	11.0057	3.0675	232.093	-6.93592	3.40798	2.00226	0.47223	
221	0.178146	-0.418973	-1.27074	6.58064	-21.5246	14.8964	0.189759	0.525923	0.059227	8.98694	4.89193	233.919	-7.28648	3.44365	2.34226	-1.20891	
222	0.183055	-0.440818	-1.25609	6.57964	-21.5614	15.1644	0.191498	0.524344	0.0569389	6.63609	2.00707	239.461	-7.43448	3.50305	2.36115	-1.90781	
223	0.18635	-0.462744	-1.24119	6.58161	-21.6486	15.4367	0.194081	0.522421	0.0532171	4.95537	-11.3846	246.172	-7.57435	3.56636	2.13448	-1.34113	
224	0.199474	-0.484746	-1.22604	6.58161	-21.7191	15.6833	0.19153	0.522363	0.0594872	2.70396	-21.9704	249.105	-8.0012	3.59922	1.73781	-0.71779	
225	0.204383	-0.506766	-1.21072	6.58062	-21.7332	15.8635	0.193263	0.520694	0.0576961	1.84855	-22.1839	239.434	-8.13306	3.65332	2.02114	0.528898	
226	0.212599	-0.528816	-1.1952	6.58161	-21.7668	16.0595	0.193267	0.519634	0.0593737	1.29146	-25.5617	230.099	-8.39118	3.69756	2.05892	-1.03891	
227	0.209304	-0.550953	-1.17948	6.58374	-21.8536	16.2829	0.199233	0.516278	0.0496694	1.22822	-39.4668	223.686	-8.31323	3.78234	0.868903	-1.26558	
228	0.209304	-0.573167	-1.16352	6.5791	-21.9273	16.5207	0.203461	0.513493	0.0434115	0.552831	-49.8633	224.076	-8.32649	3.86023	0.453341	-1.73781	
229	0.214225	-0.595409	-1.14734	6.56683	-21.9505	16.7556	0.205133	0.511668	0.0422718	-0.809507	-47.914	228.436	-8.45483	3.92461	0.0377784	-1.09557	
230	0.219134	-0.617703	-1.13095	6.56584	-22.0016	16.972	0.2068	0.509804	0.0412753	-1.28233	-48.5436	231.324	-8.60991	3.98633	-0.528898	-0.604454	
231	0.228914	-0.640082	-1.11438	6.55358	-22.0912	17.1615	0.205982	0.5089	0.0452506	-2.70607	-56.6622	226.513	-8.96946	4.02692	-1.79447	-1.45447	
232	0.228914	-0.662516	-1.09759	6.55358	-22.1428	17.3837	0.210123	0.505932	0.0396041	-2.60663	-58.1432	221.93	-8.94799	4.10966	-2.64449	-2.0967	
233	0.238694	-0.684948	-1.08057	6.54131	-22.1348	17.6229	0.209284	0.504991	0.0439698	-4.03036	-48.6182	218.628	-9.22696	4.1601	-1.98337	-2.90894	
234	0.230478	-0.707392	-1.06332	6.54032	-22.1518	17.867	0.217471	0.500201	0.0305613	-4.1298	-43.2736	218.369	-8.86188	4.2806	-2.13448	-2.30448	
235	0.233773	-0.729899	-1.04583	6.51964	-22.2156	18.1123	0.219835	0.497814	0.0288396	-6.09816	-48.2413	224.887	-8.95172	4.35785	-3.98562	-0.906682	
236	0.225557	-0.752449	-1.0281	6.49709	-22.2535	18.3661	0.227859	0.492804	0.0158093	-8.45206	-48.6644	230.658	-8.6046	4.48019	-3.94784	-2.38004	
237	0.238631	-0.774996	-1.01009	6.47566	-22.2487	18.6433	0.225322	0.492572	0.024341	-10.8084	-39.5069	236.046	-8.97401	4.52931	-3.19227	-3.41895	
238	0.238631	-0.797572	-0.991815	6.46175	-22.2795	18.9255	0.229196	0.489362	0.0200405	-11.7353	-35.2168	240.478	-8.90919	4.62675	-4.08007	-3.89118	
239	0.23371	-0.820204	-0.973271	6.4541	-22.3369	19.2046	0.23541	0.484948	0.0110319	-11.2736	-38.6476	244.897	-8.69511	4.74135	-5.00564	-3.11672	
240	0.246785	-0.842848	-0.954448	6.42728	-22.3433	19.4885	0.232843	0.48472	0.0202847	-13.8557	-34.1677	251.654	-9.06672	4.79474	-4.40118	-2.75782	
241	0.237005	-0.865471	-0.93532	6.41964	-22.3182	19.8094	0.241268	0.479103	0.00701073	-13.394	-22.6995	264.791	-8.60487	4.93331	-4.38229	-3.94784	
242	0.258005	-0.888112	-0.915913	6.38708	-22.3408	20.0959	0.234861	0.48079	0.0247763	-16.6498	-19.802	271.221	-9.27097	4.96122	-3.55117	-4.49563	
243	0.248225	-0.910797	-0.896254	6.37943	-22.3883	20.3565	0.243168	0.475115	0.0119706	-16.1881	-25.3533	273.355	-8.85094	5.0942	-3.11672	-4.53341	
244	0.269225	-0.933471	-0.876343	6.34687	-22.3709	20.6123	0.236757	0.476809	0.0302065	-19.3445	-21.9062	274.537	-9.49855	5.11846	-2.07781	-4.04229	
245	0.269225	-0.956091	-0.856119	6.34687	-22.3198	20.9374	0.240301	0.473502	0.0278112	-17.2767	-10.4206	282.503	-9.34407	5.22576	-0.132224	-4.77897	
246	0.290224	-0.978692	-0.835598	6.33586	-22.3024	21.2452	0.233848	0.475195	0.04673	-16.123	-4.89438	287.906	-10.0672	5.25101	-0.396673	-4.96786	
247	0.29815	-1.00129	-0.814853	6.3076	-22.2983	21.48	0.233575	0.47378	0.0528028	-16.8052	-4.96133	283.672	-10.2648	5.31816	-0.755568	-4.91119	
248	0.29815	-1.02381	-0.793898	6.3076	-22.2231	21.6918	0.236994	0.470516	0.0512358	-15.4142	5.63639	276.63	-10.0573	5.41196	0.434452	-3.98562	
249	0.30793	-1.04625	-0.772659	6.29475	-22.1339	21.9802	0.235748	0.46959	0.0598199	-15.9346	20.3062	277.566	-10.266	5.47624	0.491119	-4.91119	
250	0.320423	-1.06865	-0.751129	6.25506	-22.104	22.2883	0.233192	0.469315	0.0714445	-17.2224	23.9248	279.982	-10.653	5.53365	0.491119	-6.02565	
251	0.330203	-1.09103	-0.729396	6.24221	-22.097	22.5021	0.231879	0.468391	0.0805687	-17.7428	22.1158	269.268	-10.9695	5.58516	0.736679	-5.4212	
252	0.322278	-1.11338	-0.707499	6.24124	-22.0554	22.669	0.238769	0.463306	0.0721923	-14.5842	28.5422	257.315	-10.3716	5.70541	0.170003	-5.19453	
253	0.344552	-1.13572	-0.685369	6.1954	-22.0471	22.9062	0.231571	0.465324	0.0942552	-18.4026	34.1217	254.976	-11.2858	5.70766	-0.547787	-6.89456	
254	0.344552	-1.15815	-0.662999	6.15881	-22.1353	23.163	0.234688	0.46209	0.094204	-18.8059	23.5624	255.062	-11.1532	5.81313	1.34113	-6.72456	
255	0.366826	-1.18068	-0.640494	6.07965	-22.2457	23.3054	0.227471	0.463956	0.116449	-26.7225	7.41438	236.809	-12.2807	5.79804	1.3978	-5.89343	
256	0.366826	-1.20325	-0.617897	6.00469	-22.2808	23.3934	0.230533	0.460644	0.116474	-33.1173	2.16186	214.821	-11.9747	5.8883	0.642233	-6.27121	
257	0.371394	-1.22585	-0.595167	5.95455	-22.3074	23.5327	0.231429	0.458344	0.121174	-35.3057	-0.916078	205.267	-11.9672	5.95666	0.528898	-6.85678	
258	0.393668	-1.24851	-0.572316	5.87538	-22.3631	23.6608	0.224171	0.460036	0.143638	-43.2224	-14.0002	196.903	-13.155	5.92739	-1.43558	-6.59233	
259	0.393668	-1.2712	-0.549415	5.77401	-22.3906	23.7148	0.227104	0.456621	0.14385	-52.0746	-25.676	173.451	-12.6932	6.0216	-2.7956	-6.00677	
260	0.393668	-1.29386	-0.526425	5.74067	-22.3561	23.8027	0.229951	0.453168	0.144179	-51.4387	-25.2064	151.436	-12.253	6.10311	-2.9656	-7.63124	
261	0.410343	-1.31651	-0.503277	5.66669	-22.3412	23.9657	0.225181	0.453505	0.161354	-57.552	-24.4171	146.362	-12.9369	6.10485	-2.56893	-7.85791	
262	0.427018	-1.33915	-0.480008	5.51504	-22.3414	24.1008	0.220378	0.453769	0.178654	-72.6192	-28.602	143.182	-13.5727	6.11128	-3.53228	-6.55455	
263	0.414525	-1.36174	-0.456724	5.38836	-22.2806	24.1156	0.228686	0.44748	0.166855	-80.7044	-23.3521	120.939	-11.8356	6.28241	-5.30787	-6.2901	
264	0.423274	-1.38418	-0.433401	5.27234	-22.1241	24.1507	0.227343	0.445988	0.176487	-88.6477	1.11592	98.7783	-11.5616	6.31575	-5.2512	-7.63124	
265	0.431004	-1.40646	-0.410019	5.27234	-21.9623	24.2169	0.226388	0.444288	0.185321	-80.7311	28.331	91.1453	-11.3621	6.32945	-5.23231	-6.97011	
266	0.423078	-1.42863	-0.386628	5.13779	-21.8565	24.2354	0.232274	0.439003	0.178617	-86.6901	42.4265	84.1996	-10.0277	6.4495	-7.49901	-5.19453	
267	0.42726	-1.45069	-0.363275	4.98376	-21.752	24.1888	0.232728	0.436482	0.184089	-97.0791	55.5463	65.6101	-9.37077	6.501	-7.82013	-5.91232	
268	0.431441	-1.47263	-0.339852	4.82972	-21.63	24.2573	0.233102	0.433981	0.189756	-104.566	73.315	59.6464	-8.64585	6.56522	-6.819	-7.32901	
269	0.448116	-1.49449	-0.316339	4.71074	-21.5556	24.3591	0.227996	0.434372	0.208086	-106.326	83.5071	64.4354	-8.44881	6.57847	-8.34903	-7.21567	
270	0.455845	-1.5163	-0.292831	4.47876	-21.5123	24.3588	0.226731	0.432671	0.217515	-126.191	84.3843	55.6095	-7.59729	6.6501	-9.08571	-6.08232	
271	0.455845	-1.538	-0.269367	4.2796	-21.4052	24.303	0.228733	0.429204	0.219276	-138.709	93.6027	33.7262	-6.44132	6.73096	-8.61348	-8.10347	
272	0.455845	-1.55954	-0.245854	4.15809	-21.2419	24.3504	0.230629	0.425762	0.221244	-135.696	109.951	24.9604	-5.36998	6.79406	-7.89569	-8.25458	
273	0.47252	-1.58094	-0.222271	4.0446	-21.1041	24.4317	0.225344	0.426163	0.240103	-134.376	117.654	31.6098	-4.35398	6.81866	-7.74457	-8.31125	
274	0.47252	-1.60224	-0.1987	3.92309	-21.0085	24.42	0.227095	0.422772	0.242375	-134.925	111.559	26.9216	-3.24338	6.88103	-8.33014	-6.59233	
275	0.47252	-1.62343	-0.175085	3.63162	-20.8915	24.4557	0.228746	0.419394	0.244807	-164.072	107.08	23.88	-1.83196	6.99166	-7.21567	-8.17902	
276	0.489196	-1.64446	-0.151346	3.567	-20.7471	24.5827	0.223319	0.419841	0.264184	-157.079	110.948	34.726	-0.0634025	7.03288	-6.25233	-7.95235	
277	0.492743	-1.66536	-0.127528	3.42957	-20.6139	24.6735	0.223333	0.417358	0.270654	-155.419	113.806	48.4678	1.44579	7.11215	-4.83564	-6.53566	
278	0.492743	-1.68617	-0.103759	3.37676	-20.5262	24.6236	0.224748	0.414077	0.273616	-145.295	110.377	36.635	2.4759	7.14555	-5.47787	-6.32788	
279	0.496291	-1.70686	-0.0799843	3.13325	-20.4117	24.6175	0.224606	0.411606	0.280245	-157.75	114.39	25.8383	4.18557	7.24747	-4.51452	-7.04567	
280	0.492743	-1.72739	-0.0561724	3.15839	-20.2469	24.6543	0.227279	0.407576	0.279978	-132.038	126.532	29.5459	4.762	7.24035	-3.17339	-8.10347	
281	0.492743	-1.74777	-0.0323935	2.8706	-20.0985	24.6296	0.228395	0.404367	0.283376	-140.9	130.671	32.6655	6.12214	7.33383	-2.53115	-6.95123	
282	0.492743	-1.76805	-0.00869974	2.58281	-20.0042	24.5325	0.229424	0.401154	0.28679	-157.528	123.772	18.2068	7.33088	7.42332	-1.3978	-7.3479	
283	0.500374	-1.78824	0.0149892	2.40597	-19.9131	24.5203	0.227318	0.399698	0.297923	-163.863	119.091	8.8535	9.33982	7.52869	-0.207781	-7.08345	
284	0.503922	-1.80831	0.038693	2.13288	-19.802	24.5405	0.226778	0.397332	0.305099	-179.02	120.653	12.0554	11.049	7.64953	1.17113	-7.38568	
285	0.503922	-1.82826	0.0623223	1.82873	-19.6751	24.4681	0.227567	0.394175	0.308781	-180.289	121.642	1.23838	-0.00144765	6.63027	2.21004	-6.21455	
286	0.503922	-1.84809	0.0858887	1.54094	-19.5669	24.3955	0.228268	0.391029	0.312512	-202.605	118.016	-18.7144	1.30343	6.73171	2.92783	-8.31125	
287	0.508174	-1.86783	0.109487	1.44873	-19.466	24.4269	0.227227	0.388879	0.320628	-198.084	114.796	-24.6545	2.79991	6.79301	4.11785	-8.00902	
288	0.515974	-1.88743	0.133114	1.27189	-19.3342	24.4621	0.224739	0.387566	0.332453	-210.488	119.201	-16.1551	4.84851	6.88916	5.36453	-7.21567	
289	0.520227	-1.90687	0.156649	1.28576	-19.1768	24.3714	0.223566	0.385474	0.340798	-184.748	123.483	-24.6114	6.2334	6.90918	6.36566	-6.74344	
290	0.520227	-1.92617	0.180122	0.81427	-19.0346	24.3058	0.223955	0.38246	0.344974	-234.412	121.238	-34.8415	7.58518	7.06535	7.36679	-8.0468	
