0	 -3.8032e-07	 0	 -0.029075
-6.19281e-05	 -2.3194e-07	 0.000296768	 -0.0290698
-6.19113e-05	 6.35478e-08	 0.000294218	 -0.0290694
-6.14274e-05	 3.52979e-07	 0.000284654	 -0.0290694
-6.09548e-05	 6.32848e-07	 0.000275095	 -0.0290694
-6.04973e-05	 9.03242e-07	 0.000265703	 -0.0290694
-6.00544e-05	 1.16433e-06	 0.000256479	 -0.0290694
-5.96257e-05	 1.41627e-06	 0.000247421	 -0.0290693
-5.92109e-05	 1.65924e-06	 0.000238527	 -0.0290692
-5.88095e-05	 1.8934e-06	 0.000229795	 -0.0290692
-5.84211e-05	 2.1189e-06	 0.000221222	 -0.0290691
-5.80453e-05	 2.33591e-06	 0.000212807	 -0.029069
-5.76817e-05	 2.54459e-06	 0.000204547	 -0.0290688
-5.73301e-05	 2.74507e-06	 0.000196439	 -0.0290687
-5.69899e-05	 2.93753e-06	 0.000188483	 -0.0290686
-5.66609e-05	 3.12211e-06	 0.000180676	 -0.0290684
-5.63426e-05	 3.29895e-06	 0.000173015	 -0.0290682
-5.60348e-05	 3.4682e-06	 0.000165499	 -0.029068
-5.5737e-05	 3.63001e-06	 0.000158127	 -0.0290678
-5.5449e-05	 3.78452e-06	 0.000150894	 -0.0290676
-5.51704e-05	 3.93186e-06	 0.000143801	 -0.0290674
-5.49009e-05	 4.07218e-06	 0.000136845	 -0.0290672
-5.46402e-05	 4.20561e-06	 0.000130023	 -0.029067
-5.43879e-05	 4.33229e-06	 0.000123335	 -0.0290667
-5.41438e-05	 4.45234e-06	 0.000116778	 -0.0290664
-5.39075e-05	 4.5659e-06	 0.00011035	 -0.0290662
-5.36788e-05	 4.6731e-06	 0.00010405	 -0.0290659
-5.34573e-05	 4.77406e-06	 9.78751e-05	 -0.0290656
-5.32429e-05	 4.86891e-06	 9.18244e-05	 -0.0290653
-5.30351e-05	 4.95776e-06	 8.58959e-05	 -0.0290651
-5.28337e-05	 5.04075e-06	 8.00878e-05	 -0.0290648
-5.26385e-05	 5.11799e-06	 7.43984e-05	 -0.0290644
-5.24492e-05	 5.1896e-06	 6.88259e-05	 -0.0290641
-5.22655e-05	 5.2557e-06	 6.33687e-05	 -0.0290638
-5.20872e-05	 5.31639e-06	 5.80251e-05	 -0.0290635
-5.19141e-05	 5.3718e-06	 5.27934e-05	 -0.0290632
-5.17458e-05	 5.42203e-06	 4.76721e-05	 -0.0290628
-5.15822e-05	 5.46719e-06	 4.26594e-05	 -0.0290625
-5.1423e-05	 5.5074e-06	 3.77539e-05	 -0.0290621
-5.1268e-05	 5.54275e-06	 3.29539e-05	 -0.0290618
-5.1117e-05	 5.57335e-06	 2.82578e-05	 -0.0290614
-5.09697e-05	 5.59931e-06	 2.36642e-05	 -0.0290611
-5.0826e-05	 5.62073e-06	 1.91715e-05	 -0.0290607
-5.06856e-05	 5.6377e-06	 1.47783e-05	 -0.0290604
-5.05483e-05	 5.65033e-06	 1.04829e-05	 -0.02906
-5.04139e-05	 5.65871e-06	 6.28405e-06	 -0.0290596
